,id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1,split,labels_list,majority_label,label
31,100819,es,"La @infouex imparte un curso interesantísimo sobre Coeducación, animaros y difundid por favor https://t.co/jNf1P4dqMe",6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",NO,0
32,101457,es,"#México🔴Durante la sesión semanal de la Conagua, se destacó que mantiene estrecha vigilancia sobre los almacenamientos en las 210 principales presas del paísEntérate ⬇ https://t.co/JYHQIwllli",6,"['Annotator_217', 'Annotator_218', 'Annotator_219', 'Annotator_220', 'Annotator_221', 'Annotator_222']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['other', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'United States', 'Mexico', 'Spain', 'Spain']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
33,102910,es,"A wanda la cuernearon y lo primero que dice es “te cargaste una familia, zorra”, flaca el que te cagó es tu marido no la mujer. Así difícilmente se pueda superar el patriarcado",6,"['Annotator_241', 'Annotator_242', 'Annotator_243', 'Annotator_244', 'Annotator_245', 'Annotator_246']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Asian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'Portugal', 'United States', 'United Kingdom', 'Mexico']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",YES,1
34,101746,es,"#LigaMendocina | ¡Goooool del Cacique! A los 10' del ST, Ramírez abre el marcador. Instantes después, Sandoval ve la roja tras golpear a un jugador de Guaymallen en la cara cuando festejaban el gol.#Guaymallén 1#Palmira 0 https://t.co/5g6bnv4kfh",6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
35,102010,es,"@juncalssolano Ya vas a tirar veneno fulanita, tú qué hiciste con el dinero de tu fracasada campaña? Porque eso fue dinero ""tirado"" a la basura sabiendo que perderías desde el inicio.Envidiosa, es normal que odies a alguien superior a ti youtubera lagartona.",6,"['Annotator_337', 'Annotator_338', 'Annotator_339', 'Annotator_340', 'Annotator_341', 'Annotator_342']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'Venezuela', 'Spain', 'Mexico']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
36,101695,es,[FOTO] Guillermo Maripán se encontró con Dominic Thiem y Nicolás Massú en su viaje a Chile para sumarse a @LaRoja #CooperativaContigo https://t.co/Mkh4Im7ME3,6,"['Annotator_337', 'Annotator_338', 'Annotator_339', 'Annotator_340', 'Annotator_341', 'Annotator_342']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Mexico', 'Venezuela', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
37,100018,es,"@darkthanos gamergate causo esto, gamergate causo esto otro, gamergate mato a esta persona, gamergate gamergate gamergate. Putoooos reporteros de mieerdaaa",6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",NO,0
38,102227,es,"Si tanto os molesta el machismo, cómo escucháis reggaeton ?:) #ChicasTentaciones",6,"['Annotator_175', 'Annotator_176', 'Annotator_177', 'Annotator_178', 'Annotator_179', 'Annotator_180']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Greece', 'Chile', 'Argentina', 'Portugal', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'NO']",YES,1
39,102072,es,@prototipejo @Begoo64261129 Con las mujeres de hoy en día te refieres a las de tu familia verdad ? Al resto no las conoces,6,"['Annotator_271', 'Annotator_272', 'Annotator_273', 'Annotator_274', 'Annotator_275', 'Annotator_276']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Mexico', 'Puerto Rico', 'El Salvador', 'Portugal', 'Mexico']","['NO', 'YES', 'YES', 'YES', 'YES', 'NO']",TRAIN_ES,"['NO', 'YES', 'YES', 'YES', 'YES', 'NO']",YES,1
40,102252,es,Pensando seriamente hacerme la tonta y dejar que un vato me haga mansplaining de como hacer una PC gamer con tal de ahorrarme la molestia de buscar todo.,6,"['Annotator_247', 'Annotator_248', 'Annotator_249', 'Annotator_250', 'Annotator_251', 'Annotator_252']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['United States', 'Mexico', 'United States', 'Chile', 'Portugal', 'Portugal']","['YES', 'YES', 'YES', 'NO', 'NO', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'NO', 'YES']",YES,1
41,100252,es,@DrCoffee777 @DeniseQuinones9 Tu eres de les persones que vive segure de que a las mujeres hay que maltratarlas y que ellas deben dejarse maltratar repetidamente.   De paso no pierdes oportunidad de hacerlo tú misme. Que mal te va amígue!,6,"['Annotator_97', 'Annotator_98', 'Annotator_99', 'Annotator_100', 'Annotator_101', 'Annotator_102']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Argentina', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Spain']","['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'YES', 'YES', 'YES']",YES,1
42,100322,es,@ParentiSol cheto florida 40 te voy a re acosar ahora,6,"['Annotator_349', 'Annotator_350', 'Annotator_351', 'Annotator_352', 'Annotator_353', 'Annotator_354']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Netherlands', 'Spain', 'Poland', 'Spain']","['YES', 'YES', 'NO', 'NO', 'NO', 'YES']",TRAIN_ES,"['YES', 'YES', 'NO', 'NO', 'NO', 'YES']",NO,0
43,100094,es,"@gyou_san @VeteranAnon D) Pseudo transgresores que son cómplices por inanición o tienen ideologías de mierda que prefieren ser showmans en el status quo (Laje, Milei, que son la respuesta Argentina a Paul Joseph Watson, Ben Shapiro y Milo Yiannopoulos) o básicamente los MGTOW.(3/4)",6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['YES', 'NO', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'NO', 'NO', 'YES', 'YES', 'YES']",YES,1
44,101243,es,"🆕 Te propongo el ""Programa de educación afectivo sexual"" para este curso.El programa FELIZ parte de un marco por el que se sustenta los planes de igualdad de los centros, así como de la exhortación del Amoris Laetitia. ➕ info👇 @ealonsogalindohttps://t.co/resLWe9zl8",6,"['Annotator_307', 'Annotator_308', 'Annotator_309', 'Annotator_310', 'Annotator_311', 'Annotator_312']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Less than high school diploma']","['Spain', 'Mexico', 'Portugal', 'Portugal', 'Portugal', 'Chile']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
45,102933,es,"@lorlobita @luisbu__ @FachaFlauta_ El problema no es que yo entienda o no. SI pIensas que extranjero es símil de delinquir y por eso justificas la NO integración el problema es de raíz. Hablamos de personas y tu automáticamente dices delinquir,  pegar mujeres, porque tu cabeza pensante asocia marroquí con ello.",6,"['Annotator_49', 'Annotator_50', 'Annotator_51', 'Annotator_52', 'Annotator_53', 'Annotator_54']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Chile', 'Mexico', 'Portugal', 'Spain']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",NO,0
46,103211,es,"@Rumay_Chian Ay no me recuerdes el cambio de sexo de último minuto que le hicieron, le tuvieron miedo al éxito unu",6,"['Annotator_121', 'Annotator_122', 'Annotator_123', 'Annotator_124', 'Annotator_125', 'Annotator_126']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Spain', 'Poland', 'Mexico', 'Mexico', 'Mexico']","['NO', 'NO', 'NO', 'YES', 'YES', 'YES']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'YES', 'YES']",NO,0
47,100950,es,"«Con un gran sentido del humor e ironia, “Lazarus” reflexiona sobre la cosificación del cuerpo femenino en la ficción. Una serie de caídas y recuperaciones por parte de la protagonista, Ángela Boix, que parece escapar de la poesía y el romanticismo idealizado». #TuixénBenet #DA2 https://t.co/f3wR7F6Q0o",6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['YES', 'NO', 'YES', 'NO', 'NO', 'NO']",TRAIN_ES,"['YES', 'NO', 'YES', 'NO', 'NO', 'NO']",NO,0
48,100466,es,"⌛😉⌛😏⌛😁Tener 6 horas de exámenes en un mismo día tiene sus ventajas -si eres el profe, claro-.  Me ha dado tiempo a leer justo la mitad de una atractiva y atrayente obra... https://t.co/AuzdMdeuvy",6,"['Annotator_367', 'Annotator_368', 'Annotator_369', 'Annotator_370', 'Annotator_371', 'Annotator_372']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Brazil', 'Spain', 'Spain', 'Portugal', 'Chile']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
49,100180,es,Volví a activar mi ig y todo x chupar un pito the patriarchy won again,6,"['Annotator_229', 'Annotator_230', 'Annotator_231', 'Annotator_232', 'Annotator_233', 'Annotator_234']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Algeria', 'Mexico']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'YES', 'NO']",YES,1
50,102660,es,"Tu vida la basas en lo que tu quieras pero: quién carajos te dijo a ti que yo voy a basar mi vida en un libro escrito por y para hombres, para mantener a la mujer sumisa y repudiar a todos aquellos que no sean cisheterosexuales?Guárdate el librito; no me interesa.",6,"['Annotator_43', 'Annotator_44', 'Annotator_45', 'Annotator_46', 'Annotator_47', 'Annotator_48']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'Portugal', 'United Kingdom', 'Spain', 'Portugal']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'YES', 'NO']",YES,1
51,102972,es,@Pachorrosky @Santander_Ar Ya en los 80 La Polla Records le dedicaba una canción  a esos estafadores,6,"['Annotator_253', 'Annotator_254', 'Annotator_255', 'Annotator_256', 'Annotator_257', 'Annotator_258']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Multiracial']","['Bachelor’s degree', 'Master’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['United States', 'Spain', 'United States', 'Spain', 'Chile', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
52,100953,es,"@vnssgrnds @Kinki_Flowers Esperemos que si amigas. La verdad es que independientemente de la cantidad, a mi la explotación y cosificacion del cuerpo femenino si me causa cierto conflicto :(",6,"['Annotator_67', 'Annotator_68', 'Annotator_69', 'Annotator_70', 'Annotator_71', 'Annotator_72']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Spain', 'Spain', 'Dominican Republic', 'Portugal', 'Italy', 'Spain']","['YES', 'YES', 'YES', 'YES', 'NO', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'NO', 'YES']",YES,1
